time,open,close,high,low,volume
1685775840000,2.3599,2.3437,2.3599,2.3437,106.124516
1685776800000,2.3575,2.3575,2.3575,2.3575,1.56827582
1685777760000,2.3576,2.3576,2.3576,2.3576,1.03781142
1685778840000,2.3576,2.3576,2.3576,2.3576,1.39248044
1685779860000,2.3576,2.3576,2.3576,2.3576,1.4363969
1685780940000,2.3576,2.3576,2.3576,2.3576,1.42647263
1685781720000,2.3576,2.3576,2.3576,2.3576,0.87659438
1685782020000,2.3438,2.3438,2.3438,2.3438,1.02101003
1685783100000,2.3574,2.3574,2.3574,2.3574,1.31011541
1685783820000,2.3576,2.3576,2.3576,2.3576,1.33165397
1685784900000,2.3576,2.3576,2.3576,2.3576,1.36673209
1685785980000,2.3576,2.3576,2.3576,2.3576,1.36683832
1685786400000,2.3438,2.3438,2.3438,2.3438,1.04277363
1685787360000,2.3575,2.3575,2.3575,2.3575,1.52026612
1685787660000,2.3438,2.3438,2.3438,2.3438,1.17615889
1685788740000,2.3575,2.3575,2.3575,2.3575,1.10153132
1685789100000,2.3438,2.3438,2.3438,2.3438,1.17152632
1685790240000,2.3575,2.3575,2.3575,2.3575,1.39518369
1685790600000,2.3439,2.3439,2.3439,2.3439,0.94218896
1685791440000,2.3576,2.3576,2.3576,2.3576,1.1851344
1685792280000,2.3576,2.3576,2.3576,2.3576,0.03077732
1685792760000,2.3458,2.3458,2.3458,2.3458,1.27448204
1685793900000,2.3609,2.3609,2.3609,2.3609,1.01138356
1685794800000,2.3608,2.3608,2.3608,2.3608,0.94242908
1685795880000,2.361,2.361,2.361,2.361,1.35652184
1685796600000,2.3458,2.3458,2.3458,2.3458,1.29191048
1685797740000,2.3609,2.3609,2.3609,2.3609,1.24320288
1685798520000,2.361,2.361,2.361,2.361,1.29149292
1685799600000,2.361,2.361,2.361,2.361,1.49469458
1685799900000,2.3459,2.3459,2.3459,2.3459,1.13506782
1685800980000,2.3609,2.3609,2.3609,2.3609,1.55340349
1685801700000,2.361,2.361,2.361,2.361,0.88007463
1685802780000,2.361,2.361,2.361,2.361,1.29849961
1685803800000,2.361,2.361,2.361,2.361,1.53898888
1685804100000,2.3459,2.3459,2.3459,2.3459,1.586588
1685805180000,2.3608,2.3608,2.3608,2.3608,1.33766913
1685806020000,2.361,2.361,2.361,2.361,1.58002431
1685807100000,2.361,2.361,2.361,2.361,0.94546859
1685808240000,2.361,2.361,2.361,2.361,1.51271987
1685808600000,2.3458,2.3458,2.3458,2.3458,1.10817394
1685809440000,2.3609,2.3609,2.3609,2.3609,0.85966453
1685810340000,2.361,2.361,2.361,2.361,0.91649983
