time,open,close,high,low,volume,Unnamed: 0
1628623080000,0.25155,0.25186,0.25186,0.25155,150.34275372,
1628623200000,0.25137,0.25184,0.25184,0.25125,252.81556746,
1628623260000,0.25192,0.25202,0.25207,0.2517,1350.0,
1628623320000,0.25171,0.25195,0.25209,0.25171,3938.532825490001,
1628623380000,0.25158,0.25282,0.25314,0.25158,165375.15300686,
1628623440000,0.25294,0.25318,0.25318,0.25257,7899.64404291,
1628623500000,0.2533,0.25257,0.25352,0.25257,42490.19682213,
1628623560000,0.2529,0.25206,0.2529,0.25206,5174.30951,
1628623620000,0.25243,0.25247,0.25247,0.25218,202.40371613,
1628623680000,0.25293,0.2529,0.25293,0.2529,100.0,
1628623740000,0.2529,0.25374,0.25376,0.25264,552.98772628,
1628623800000,0.25374,0.25363,0.25376,0.25344,1200.0,
1628623860000,0.25353,0.25353,0.25353,0.25353,100.0,
1628623920000,0.25367,0.25397,0.25397,0.25367,1050.41376364,
1628623980000,0.25401,0.25297,0.25401,0.25297,652.1439966,
1628624040000,0.25288,0.2529,0.25336,0.25288,750.0,
1628624100000,0.25318,0.25288,0.25321,0.25288,104.99496584,
1628624160000,0.25285,0.25305,0.25312,0.25285,12484.53023443,
1628624220000,0.25302,0.25302,0.25302,0.25302,100.0,
1628624280000,0.25298,0.2533,0.2533,0.25298,11646.067,
1628624340000,0.25276,0.25316,0.25318,0.25275,700.72292657,
1628624400000,0.25278,0.25282,0.25282,0.25278,1050.0,
1628624460000,0.25316,0.25316,0.25316,0.25316,1000.0,
1628624520000,0.25318,0.25316,0.25318,0.25316,300.0,
1628624580000,0.25327,0.25327,0.25327,0.25327,250.0,
1628624640000,0.25363,0.25391,0.25391,0.25363,0.8783544699999999,
1628624700000,0.25391,0.25331,0.25406,0.25331,6113.67006015,
1628624760000,0.25328,0.25302,0.25328,0.25302,300.0,
1628624820000,0.25294,0.25253,0.25294,0.25253,1800.43942,
1628624880000,0.25246,0.25295,0.25297,0.25246,301.39862396,
1628624940000,0.25304,0.2529,0.25304,0.25282,550.0,
1628625000000,0.25265,0.25305,0.25305,0.25265,305.15947193,
1628625060000,0.25326,0.25345,0.25345,0.25326,250.0,
1628625120000,0.25311,0.25311,0.25328,0.25311,913.82600555,
1628625180000,0.25322,0.25286,0.25322,0.25286,300.0,
1628625240000,0.25314,0.253,0.25314,0.25283,1500.33832721,
