time,open,close,high,low,volume,Unnamed: 0
1640750640000,7.3071,7.3071,7.3071,7.3071,769.529,
1640760720000,7.3172,7.3172,7.3172,7.3172,25.913,
1640761260000,7.3154,7.3154,7.3154,7.3154,17.0,
1640761320000,7.32,7.32,7.32,7.32,5.346,
1640764080000,7.3,7.3,7.3,7.3,885.154,
1640766720000,7.3109,7.3109,7.3109,7.3109,29.936,
1640772000000,7.3,7.2189,7.3,7.2189,3007.841,
1640772060000,7.1681,7.1681,7.1681,7.1681,3.5191,
1640775240000,7.1914,7.2131,7.2131,7.1914,1240.327,
1640776260000,7.2285,7.2285,7.2285,7.2285,11.044,
1640776380000,7.2452,7.2452,7.2452,7.2452,16.77851,
1640782380000,7.196,7.196,7.196,7.196,0.851972,
1640782800000,7.212,7.212,7.212,7.212,1.99589,
1640788200000,7.1869,7.1869,7.1869,7.1869,10.0,
1640791920000,7.1852,7.1852,7.1852,7.1852,5.0473,
1640800440000,7.1729,7.1729,7.1729,7.1729,5.0,
1640811060000,7.1585,7.1585,7.1585,7.1585,9.8606,
1640811780000,7.1272,7.1272,7.1272,7.1272,1151.7226,
1640812500000,7.0984,7.0984,7.0984,7.0984,5.2416,
1640817060000,7.1029,7.1409,7.1409,7.1029,1254.09113,
1640817120000,7.1077,7.1166,7.1166,7.1077,509.227,
1640817180000,7.1304,7.1304,7.1304,7.1304,19.3696,
1640817240000,7.161,7.1699,7.1699,7.161,663.2330000000001,
1640817540000,7.1947,7.1947,7.1947,7.1947,0.003,
1640819100000,7.1887,7.1887,7.1887,7.1887,8.0,
1640820480000,7.1884,7.1884,7.1884,7.1884,10.0,
1640822280000,7.1879,7.1879,7.1879,7.1879,10.0,
1640822880000,7.2027,7.2027,7.2027,7.2027,16.6769,
1640833200000,7.0484,7.0484,7.0484,7.0484,996.59918,
1640833380000,7.0256,7.0256,7.0256,7.0256,613.17,
1640833440000,6.9705,6.9705,6.9705,6.9705,533.22599,
1640834400000,6.9473,6.9473,6.9473,6.9473,2.0555,
1640844660000,6.9523,6.961,6.961,6.9523,488.45900000000006,
1640844900000,6.9773,6.9773,6.9773,6.9773,70.02975,
1640851140000,6.9793,6.9793,6.9793,6.9793,1.8214,
1640876220000,6.9879,6.9879,6.9879,6.9879,7.3947,
1640876340000,6.9879,6.9879,6.9879,6.9879,5.5399,
1640882760000,7.0086,7.0086,7.0086,7.0086,255.219,
1640884860000,7.0195,7.0336,7.0336,7.0195,346.52774506,
1640893800000,7.0387,7.0387,7.0387,7.0387,80.4855,
