time,open,close,high,low,volume
1682761440000,0.080883,0.080929,0.080929,0.080883,521.56358962
1682761500000,0.08091,0.080903,0.08091,0.080903,1285.93811411
1682761680000,0.080872,0.080872,0.080872,0.080872,150.0
1682761740000,0.080889,0.080899,0.080899,0.080889,305.0493193
1682762160000,0.080948,0.080948,0.080948,0.080948,50.0
1682762220000,0.080987,0.081005,0.081005,0.080987,1750.0
1682762280000,0.081019,0.081019,0.081019,0.081019,125.0
1682762880000,0.081019,0.081019,0.081019,0.081019,1047.55809223
1682762940000,0.081085,0.081082,0.081085,0.081082,1500.0
1682763060000,0.081046,0.081046,0.081046,0.081046,1500.0
1682763420000,0.080981,0.080981,0.080981,0.080981,1750.0
1682763480000,0.080946,0.080901,0.080946,0.080901,6576.93410554
1682763540000,0.080901,0.080862,0.080901,0.080862,3449.10893532
1682763720000,0.080816,0.080816,0.080816,0.080816,698.0
1682763900000,0.080851,0.080851,0.080851,0.080851,900.0
1682763960000,0.080861,0.080869,0.080869,0.080861,2700.0
1682764140000,0.08095,0.08095,0.08095,0.08095,250.0
1682764560000,0.081021,0.081021,0.081021,0.081021,2159.62644521
1682765220000,0.081024,0.081024,0.081024,0.081024,182.6
1682765280000,0.081024,0.081094,0.081094,0.081024,7209.91037443
1682765340000,0.08109,0.08109,0.08109,0.08109,300.0
1682765520000,0.081023,0.081023,0.081023,0.081023,1234.22368996
1682765760000,0.081022,0.080987,0.081022,0.080987,1230.46196811
1682766000000,0.080977,0.080977,0.080977,0.080977,500.0
1682766060000,0.0809,0.080878,0.0809,0.080878,3236.11008708
1682766120000,0.080857,0.080869,0.080869,0.080848,7784.48959463
1682766720000,0.080875,0.080953,0.080953,0.080875,33610.0
1682766780000,0.081034,0.081014,0.081034,0.080999,9621.94370906
1682766960000,0.081015,0.081015,0.081015,0.081015,1000.0
1682767260000,0.081014,0.081014,0.081014,0.081014,500.0
1682767380000,0.080935,0.080935,0.080935,0.080935,250.0
1682767620000,0.080953,0.080953,0.080953,0.080953,2161.83265701
1682767920000,0.080949,0.080949,0.080949,0.080949,2161.90401608
