time,open,close,high,low,volume,Unnamed: 0
1628623080000,137.85,138.0,138.0,137.85,5.8246,
1628623140000,138.05,138.1,138.1,138.05,2.7407,
1628623200000,138.15,138.2,138.2,138.15,2.795,
1628623260000,138.25,138.35,138.35,138.25,4.9623,
1628623380000,138.4,138.45,138.45,138.4,3.78905,
1628623440000,138.5,140.45,140.45,138.5,143.25737212,
1628623500000,140.5,141.05,141.05,140.5,20.69895,
1628623980000,140.33,140.33,140.33,140.33,0.2,
1628624520000,139.77,139.64,139.77,139.64,0.4563407,
1628625060000,140.21,140.21,140.21,140.21,0.2,
1628625600000,140.03,140.03,140.03,140.03,0.2,
1628625960000,139.64,139.39,139.64,139.39,9.7479093,
1628626140000,139.34,139.34,139.34,139.34,0.9614,
1628626200000,139.34,139.29,139.34,139.29,1.1854,
1628626440000,139.29,139.14,139.29,139.14,6.1548,
1628626980000,139.37,139.19,139.37,139.19,0.40715758,
1628627520000,139.33,139.33,139.33,139.33,0.2,
1628628060000,139.86,139.86,139.86,139.86,0.2,
1628628660000,139.86,139.86,139.86,139.86,0.2,
1628629260000,139.85,139.85,139.85,139.85,0.2,
1628629740000,140.39,140.39,140.39,140.39,0.2,
1628630340000,139.69,139.69,139.69,139.69,0.2,
1628630640000,140.2,140.31,140.31,140.2,3.7217,
1628630700000,140.6,140.6,140.6,140.6,1.9657,
1628631000000,139.79,139.82,139.82,139.79,0.4,
1628631540000,139.96,139.96,139.96,139.96,0.2,
1628632080000,140.14,140.14,140.14,140.14,0.2,
1628632260000,140.3,140.27,140.31,140.27,70.07012897999999,
1628632440000,140.31,140.39,140.39,140.31,139.55075146,
1628632500000,140.39,140.39,140.39,140.39,6.49000589,
1628632560000,140.39,140.39,140.39,140.39,5.03135932,
1628633160000,140.12,140.12,140.12,140.12,0.2,
1628633700000,140.07,140.07,140.07,140.07,0.2,
1628634180000,139.9,139.9,139.9,139.9,0.2,
1628634660000,139.45,139.45,139.45,139.45,0.2,
1628634840000,139.24,139.19,139.24,139.19,3.5561,
1628634900000,139.14,138.57,139.14,138.55,34.67286811,
1628634960000,138.55,138.58,138.58,138.55,0.4,
1628635500000,139.02,139.02,139.02,139.02,0.2,
1628635560000,139.1,138.93,139.14,138.93,0.70191134,
1628636100000,139.5,139.5,139.5,139.5,0.2,
1628636700000,139.49,139.49,139.49,139.49,0.2,
1628637180000,139.48,139.17,139.48,139.17,0.4190388,
1628637720000,139.4,139.43,139.43,139.4,0.3999,
1628638200000,138.82,138.82,138.82,138.82,0.2,
1628638380000,139.04,139.08,139.08,139.04,0.45282305,
1628638920000,139.6,139.6,139.6,139.6,0.2,
1628639460000,139.9,139.9,139.9,139.9,0.2,
1628639940000,139.7,139.7,139.7,139.7,0.2,
1628640420000,139.72,139.72,139.72,139.72,0.2,
1628640480000,139.56,139.56,139.56,139.56,0.21329177,
1628640840000,139.95,139.95,139.95,139.95,2.1493,
1628640900000,140.0,140.0,140.0,140.0,2.06755,
1628640960000,140.05,140.15,140.15,140.05,5.37075,
1628641500000,139.55,139.55,139.55,139.55,0.2,
1628641860000,140.2,140.25,140.25,140.2,3.32825,
1628642100000,140.3,140.3,140.3,140.3,1.5936,
1628642520000,140.3,140.35,140.35,140.3,1.6379,
1628642700000,140.45,140.45,140.45,140.45,2.34955,
1628642820000,140.5,140.7,140.7,140.5,9.6332,
1628643180000,140.75,140.75,140.75,140.75,1.0615,
1628643540000,140.85,140.95,140.95,140.85,4.504049999999999,
1628644080000,140.38,140.38,140.38,140.38,0.2,
1628644680000,140.46,140.46,140.46,140.46,0.2,
1628645160000,140.76,140.59,140.76,140.59,0.4342961,
1628645760000,140.55,140.55,140.55,140.55,0.2,
1628646240000,140.09,140.09,140.09,140.09,0.2,
1628646300000,139.74,139.74,139.74,139.74,0.24623273,
1628646900000,139.79,139.59,139.79,139.59,0.40661809,
1628647380000,139.9,139.66,139.9,139.66,0.40235905,
1628647920000,139.54,139.54,139.54,139.54,0.22072598,
1628648040000,139.54,139.54,139.54,139.54,0.4428,
1628648100000,139.54,139.54,139.54,139.54,0.6632,
1628648400000,139.54,139.54,139.54,139.54,0.12192402,
1628648880000,139.49,139.44,139.49,139.44,3.0554,
1628648940000,139.39,139.39,139.39,139.39,1.2877,
1628649120000,139.34,139.34,139.34,139.34,1.0615,
1628649180000,139.29,139.24,139.29,139.24,3.7826,
1628649300000,139.19,139.14,139.19,139.14,3.45755,
1628649420000,139.1,139.0,139.1,139.0,6.7173,
1628649480000,138.95,138.95,138.95,138.95,1.6378,
1628649540000,138.9,138.8,138.9,138.8,4.92195,
1628649600000,138.75,138.65,138.75,138.65,5.37075,
1628649660000,138.6,138.6,138.6,138.6,2.06755,
1628649840000,138.55,138.55,138.55,138.55,2.1493,
1628649900000,138.5,138.4,138.5,138.4,5.6211,
1628650020000,138.35,138.3,138.35,138.3,3.93455,
1628650500000,138.54,138.45,138.54,138.45,4.47600004,
1628650620000,138.37,138.35,138.37,138.35,6.568253,
1628651100000,138.56,138.56,138.56,138.56,0.2,
1628651700000,138.55,138.55,138.55,138.55,0.2,
1628652240000,139.14,139.14,139.14,139.14,0.2,
1628652780000,139.39,139.39,139.39,139.39,0.2,
1628653260000,139.36,139.36,139.36,139.36,0.2,
1628653800000,139.64,139.53,139.64,139.53,0.4,
1628654400000,139.07,139.07,139.07,139.07,0.2,
1628654940000,139.09,139.09,139.09,139.09,0.2,
1628655420000,138.95,138.95,138.95,138.95,0.2,
1628655960000,138.71,138.71,138.71,138.71,0.2,
1628656440000,138.46,138.46,138.46,138.46,0.2,
1628656560000,138.25,138.2,138.25,138.2,3.3287,
1628657160000,138.74,138.74,138.74,138.74,0.2,
1628657220000,138.63,138.63,138.63,138.63,0.2,
1628657760000,138.29,138.29,138.29,138.29,0.2,
1628657820000,138.2,138.2,138.2,138.2,0.2,
1628658300000,138.42,138.42,138.42,138.42,0.2,
1628658840000,138.15,138.15,138.15,138.15,0.22419605,
1628659320000,138.15,138.15,138.15,138.15,0.22007061,
1628659860000,138.57,138.44,138.57,138.44,0.4,
1628660160000,138.82,138.89,138.89,138.82,0.65311892,
1628660340000,139.7,139.7,139.7,139.7,2.2075,
1628660460000,139.85,139.9,139.9,139.85,3.21365,
1628660700000,140.0,140.05,140.05,140.0,7.544,
1628661120000,140.1,140.1,140.1,140.1,1.65955,
1628661180000,140.15,140.15,140.15,140.15,1.23475,
1628661780000,140.2,140.2,140.2,140.2,0.20878678,
1628662320000,139.9,139.9,139.9,139.9,0.2,
1628662860000,139.69,139.69,139.69,139.69,0.2,
1628663220000,140.2,140.2,140.2,140.2,1.42451322,
1628663280000,140.25,140.25,140.25,140.25,1.6949500000000002,
1628663400000,140.3,140.3,140.3,140.3,1.5937,
1628663460000,140.35,140.45,140.45,140.35,5.96205,
1628663580000,140.5,140.65,140.65,140.5,7.25439908,
