time,open,close,high,low,volume,Unnamed: 0
1628623140000,0.14508,0.14508,0.14508,0.14508,1343.16631,
1628623200000,0.14447,0.14447,0.14447,0.14447,1.06955213,
1628623740000,0.14451,0.14451,0.14451,0.14451,0.00110291,
1628623800000,0.1445,0.1445,0.1445,0.1445,0.0704112,
1628623860000,0.1445,0.1445,0.1445,0.1445,0.41541762,
1628624340000,0.14509,0.1445,0.14509,0.1445,8.13600928,
1628624880000,0.14508,0.14508,0.14508,0.14508,0.00104122,
1628624940000,0.14447,0.14447,0.14447,0.14447,0.00125246,
1628625000000,0.14447,0.14447,0.14447,0.14447,1.01674008,
1628625480000,0.14508,0.14508,0.14508,0.14508,0.00107173,
1628625600000,0.14448,0.14448,0.14448,0.14448,1.06955213,
1628625660000,0.14448,0.14448,0.14448,0.14448,0.13849171,
1628626200000,0.14447,0.14447,0.14508,0.14447,8.27689196,
1628626740000,0.1445,0.1445,0.1445,0.1445,0.41667579,
1628626800000,0.14447,0.14447,0.14447,0.14447,0.05281205,
1628626860000,0.14447,0.14447,0.14447,0.14447,7778.60227878,
1628626920000,0.1444,0.1444,0.1444,0.1444,14850.09768922,
1628627520000,0.1448,0.1448,0.1448,0.1448,0.00107782,
1628627640000,0.14428,0.14428,0.14428,0.14428,5.53010559,
1628628180000,0.1448,0.1448,0.1448,0.1448,0.00115236,
1628628240000,0.1445,0.1445,0.1445,0.1445,0.00104924,
1628628300000,0.1445,0.1445,0.1445,0.1445,0.38779842,
1628628360000,0.1445,0.1445,0.1445,0.1445,3.05040769,
1628628720000,0.1445,0.14455,0.14455,0.1445,14387.94584465,
1628628840000,0.14428,0.14428,0.14428,0.14428,0.69197953,
1628628900000,0.14428,0.14428,0.14428,0.14428,8516.72467047,
1628628960000,0.14412,0.14412,0.14412,0.14412,17313.7,
1628629080000,0.14397,0.14397,0.14397,0.14397,10273.48089,
1628629680000,0.1443,0.14362,0.1443,0.14362,0.0024704,
1628630280000,0.1443,0.1443,0.1443,0.1443,0.00105074,
1628630400000,0.14369,0.14366,0.14369,0.14366,1001.20582699,
1628630520000,0.14368,0.14368,0.14368,0.14368,0.56042615,
1628630640000,0.14369,0.14369,0.14369,0.14369,0.28009607,
1628630700000,0.14414,0.14415,0.14415,0.14414,6500.0,
1628630760000,0.14424,0.14369,0.14424,0.14369,7.99303222,
1628631360000,0.14384,0.14384,0.14384,0.14384,0.00124228,
1628631420000,0.14336,0.14336,0.14336,0.14336,2.09794562,
