time,open,close,high,low,volume
1685775960000,0.072537,0.072537,0.072537,0.072537,1499.111
1685776380000,0.072415,0.072415,0.072415,0.072415,1403.6542
1685777100000,0.072511,0.072511,0.072511,0.072511,38.18841093
1685777460000,0.072451,0.072451,0.072451,0.072451,40.77198974
1685777820000,0.072519,0.072519,0.072519,0.072519,295.05907108
1685779260000,0.072512,0.072512,0.072512,0.072512,1000.0
1685780040000,0.07247,0.07247,0.07247,0.07247,85.83695565
1685780400000,0.072508,0.072508,0.072508,0.072508,81.41458689
1685783100000,0.072451,0.07245,0.072451,0.07245,8038.29438815
1685783640000,0.072455,0.072455,0.072455,0.072455,532.67673155
1685784780000,0.072473,0.072473,0.072473,0.072473,448.13414156
1685785320000,0.072418,0.072417,0.072418,0.072417,6662.87311104
1685785380000,0.072419,0.072419,0.072419,0.072419,4004.13309393
1685786880000,0.072415,0.072415,0.072415,0.072415,790.004
1685787540000,0.072378,0.072378,0.072378,0.072378,1731.06111725
1685788440000,0.072466,0.072466,0.072466,0.072466,831.044
1685788500000,0.072476,0.072459,0.072476,0.072459,448.98116796
1685789880000,0.072426,0.072426,0.072426,0.072426,283.41948964
1685793060000,0.072553,0.072553,0.072553,0.072553,30.92309877
1685793660000,0.07256,0.072561,0.072561,0.07256,12054.692347
1685794740000,0.072659,0.072659,0.072659,0.072659,41.67281657
1685795760000,0.072573,0.072573,0.072573,0.072573,50.0726102
1685796120000,0.072568,0.072568,0.072568,0.072568,37.47399783
1685796960000,0.072633,0.072625,0.072633,0.072625,20000.0
1685797140000,0.072563,0.072563,0.072563,0.072563,11546.26480458
1685797200000,0.072588,0.072588,0.072588,0.072588,5948.075809
1685798280000,0.072536,0.072536,0.072536,0.072536,1510.15583885
1685799360000,0.072628,0.072628,0.072628,0.072628,29.11637497
1685799660000,0.072593,0.072593,0.072593,0.072593,48.57540078
1685800680000,0.072652,0.072652,0.072652,0.072652,65.68941037
1685803320000,0.072749,0.072749,0.072749,0.072749,41.61868558
1685803980000,0.072734,0.072734,0.072734,0.072734,342.05903457
1685804220000,0.072698,0.072698,0.072698,0.072698,2231.83153991
1685805300000,0.072616,0.072616,0.072616,0.072616,47.3047803
1685805480000,0.072549,0.072549,0.072549,0.072549,1861.3901
1685806140000,0.072756,0.072722,0.072756,0.072722,185.26296104
1685807040000,0.072742,0.072742,0.072742,0.072742,397.18816324
1685807340000,0.072774,0.072774,0.072774,0.072774,137.23599775
1685808660000,0.072841,0.072841,0.072841,0.072841,42.22468528
1685809020000,0.072893,0.072868,0.072893,0.072868,2777.3792
1685809080000,0.072792,0.072812,0.072812,0.072792,12015.4140458
1685810040000,0.07291,0.07291,0.07291,0.07291,44.72513254
1685810400000,0.072954,0.072954,0.072954,0.072954,42.36321025
1685811000000,0.072803,0.072803,0.072803,0.072803,4804.2067986
1685811060000,0.072803,0.072803,0.072803,0.072803,2437.5012894
1685811600000,0.072848,0.072848,0.072848,0.072848,83.38985381
1685812440000,0.07271,0.07271,0.07271,0.07271,31.73164378
1685813280000,0.07266,0.07266,0.07266,0.07266,641.1866
1685814300000,0.072602,0.072602,0.072602,0.072602,34.39680898
1685815020000,0.072547,0.072538,0.072547,0.072538,40295.66
1685815260000,0.072572,0.072572,0.072572,0.072572,257.08496354
1685815680000,0.072426,0.072425,0.072426,0.072425,930.52411036
1685815740000,0.072573,0.072573,0.072573,0.072573,221.1532968
1685816640000,0.072691,0.072691,0.072691,0.072691,37.37344405
1685816700000,0.072673,0.072673,0.072673,0.072673,185.0
1685816880000,0.072726,0.072726,0.072726,0.072726,327.44791015
1685817300000,0.072687,0.072687,0.072687,0.072687,34.017
1685817900000,0.072712,0.072712,0.072712,0.072712,2943.07369854
1685819220000,0.072621,0.072621,0.072621,0.072621,30.03332121
1685820360000,0.072452,0.072452,0.072452,0.072452,27.69121324
1685821800000,0.072492,0.072492,0.072492,0.072492,3594.7512
1685821860000,0.072435,0.072214,0.072435,0.072214,7595.14089814
1685822880000,0.072393,0.072393,0.072393,0.072393,27.12636973
1685823420000,0.072509,0.072509,0.072509,0.072509,1010.60631326
1685824260000,0.072577,0.072577,0.072577,0.072577,37.10831708
1685825280000,0.072476,0.072476,0.072476,0.072476,43.30801525
1685825580000,0.072436,0.072436,0.072436,0.072436,26.13036097
1685826780000,0.072262,0.07233,0.07233,0.07226,9679.82134675
1685827740000,0.072481,0.072481,0.072481,0.072481,50.71080477
1685828760000,0.07237,0.07237,0.07237,0.07237,28.54136569
1685829360000,0.072334,0.072334,0.072334,0.072334,859.6739
1685830140000,0.072436,0.072436,0.072436,0.072436,458.06163644
1685832540000,0.072494,0.072494,0.072494,0.072494,442.67074859
1685833560000,0.072599,0.072599,0.072599,0.072599,50.50026315
1685836560000,0.072707,0.072707,0.072707,0.072707,32.449352
1685836920000,0.072751,0.072739,0.072751,0.072739,5544.01870732
1685838360000,0.072666,0.072666,0.072666,0.072666,36.00317178
1685839020000,0.0726,0.0726,0.0726,0.0726,186.51805528
1685840820000,0.072464,0.072464,0.072464,0.072464,27.3665798
