time,open,close,high,low,volume
1685776320000,0.072438,0.072438,0.072438,0.072438,37.74903083
1685778480000,0.072462,0.072469,0.072469,0.072462,677.9322999999999
1685784420000,0.072572,0.072572,0.072572,0.072572,68.00510691
1685784480000,0.072474,0.072474,0.072474,0.072474,53.89539171
1685786760000,0.072401,0.072401,0.072401,0.072401,97.45706922
1685791980000,0.072492,0.072492,0.072492,0.072492,94.40534807
1685792460000,0.072492,0.072492,0.072492,0.072492,225.80254842
1685793660000,0.072592,0.072592,0.072592,0.072592,28.21086339
1685793780000,0.072533,0.072509,0.072533,0.072509,5514.58
1685794680000,0.072638,0.072707,0.072707,0.072638,135.61966343
1685795460000,0.072571,0.072571,0.072571,0.072571,81.66733497
1685795520000,0.072629,0.072629,0.072629,0.072629,68.35691776
1685796960000,0.072658,0.072631,0.072658,0.072631,28041.4575
1685797740000,0.072541,0.072541,0.072541,0.072541,224.63244237
1685799300000,0.072608,0.072608,0.072608,0.072608,102.12254312
1685799360000,0.072652,0.072652,0.072652,0.072652,86.84669146
1685800140000,0.072602,0.072602,0.072602,0.072602,34.95876188
1685801580000,0.072674,0.072674,0.072674,0.072674,76.21915416
1685801640000,0.072728,0.072728,0.072728,0.072728,39.92623382
1685802480000,0.07271,0.07271,0.07271,0.07271,1418.418
1685805180000,0.072623,0.072623,0.072623,0.072623,32.48751067
1685805480000,0.072557,0.07255,0.072557,0.07255,675.64419585
1685806200000,0.072736,0.072782,0.072782,0.072736,147.80275573
1685808180000,0.072835,0.072836,0.072836,0.072835,2005.6022
1685808540000,0.072888,0.072888,0.072888,0.072888,1496.1847
1685808960000,0.072925,0.072925,0.072925,0.072925,1497.1598
1685809020000,0.072958,0.072845,0.072958,0.072844,51330.66168254
1685809800000,0.072957,0.072957,0.072957,0.072957,31.57632473
1685810880000,0.072914,0.072914,0.072914,0.072914,58.54758711
1685812080000,0.07289,0.07289,0.07289,0.07289,446.4464
1685812380000,0.07276,0.07276,0.07276,0.07276,449.3967
1685812500000,0.07273,0.07273,0.07273,0.07273,447.4583
1685812800000,0.072749,0.072756,0.072756,0.072749,1941.65417853
1685813580000,0.072653,0.072653,0.072653,0.072653,49.53489405
1685813820000,0.072545,0.072545,0.072545,0.072545,6610.63024573
1685813880000,0.072524,0.072524,0.072524,0.072524,15996.01872436
1685814720000,0.072601,0.072601,0.072601,0.072601,222.66426839
1685815620000,0.072529,0.072529,0.072529,0.072529,84.95402594
1685816040000,0.07259,0.07259,0.07259,0.07259,224.54298071
1685816220000,0.0726,0.07264,0.07264,0.0726,1575.0363351800002
1685816280000,0.072688,0.072688,0.072688,0.072688,450.94894012
1685816340000,0.072714,0.072714,0.072714,0.072714,224.73169
1685817060000,0.072723,0.072723,0.072723,0.072723,2475.25994601
1685818920000,0.072636,0.072636,0.072636,0.072636,53.68809058
1685818980000,0.072629,0.072629,0.072629,0.072629,73.83381197
1685819940000,0.072553,0.072541,0.072553,0.072541,90.40131016
1685820600000,0.072458,0.072458,0.072458,0.072458,449.0942
1685821800000,0.072462,0.072543,0.072544,0.072462,38422.45360778
1685821860000,0.072363,0.072319,0.072363,0.072319,5074.8032991
1685822220000,0.072365,0.072365,0.072365,0.072365,454.51377668
1685823120000,0.07244,0.07244,0.07244,0.07244,29.16952835
1685823960000,0.072557,0.072557,0.072557,0.072557,48.32663168
1685825100000,0.072501,0.072501,0.072501,0.072501,92.65774478
1685826660000,0.072413,0.072413,0.072413,0.072413,57.4432308
1685832240000,0.072472,0.072472,0.072472,0.072472,1505.29376487
1685833020000,0.072571,0.072571,0.072571,0.072571,452.30757434
1685833200000,0.07263,0.07263,0.07263,0.07263,506.38712668
1685836920000,0.07275,0.072749,0.07275,0.072749,1011.12184568
1685837700000,0.072717,0.072696,0.072717,0.072696,27895.4293
1685838720000,0.072645,0.072645,0.072645,0.072645,28.61333084
1685839500000,0.072547,0.072547,0.072547,0.072547,67.41061522
1685840520000,0.07248,0.07248,0.07248,0.07248,28.35552552
1685840580000,0.072523,0.072523,0.072523,0.072523,59.10064723
1685841360000,0.072595,0.072595,0.072595,0.072595,72.54008782
1685841480000,0.0727,0.0727,0.0727,0.0727,450.1286
1685843400000,0.072777,0.072777,0.072777,0.072777,91.58286262
1685844540000,0.072861,0.07292,0.07292,0.072861,132.65677342
1685845440000,0.072831,0.072831,0.072831,0.072831,37.11693093
1685845620000,0.07281,0.07281,0.07281,0.07281,224.9531618
1685847180000,0.07291,0.07291,0.07291,0.07291,504.43294395
1685847600000,0.072911,0.072951,0.072951,0.072911,150000.0
