time,open,close,high,low,volume
1682762340000,3.0761,3.0761,3.0761,3.0761,1.38446433
1682763180000,3.0761,3.0761,3.0761,3.0761,1.39820717
1682764260000,3.0761,3.0761,3.0761,3.0761,0.9731972
1682764800000,3.0761,3.0761,3.0761,3.0761,2.0500356
1682765700000,3.0761,3.0761,3.0761,3.0761,1.14644885
1682766480000,3.0761,3.0761,3.0761,3.0761,1.08178984
1682766900000,3.0761,3.0761,3.0761,3.0761,1.20565184
1682768160000,3.0761,3.0761,3.0761,3.0761,1.90626525
1682769360000,3.0761,3.0761,3.0761,3.0761,0.92216422
1682770560000,3.0761,3.0761,3.0761,3.0761,0.92604486
1682771820000,3.0761,3.0761,3.0761,3.0761,1.41507923
1682772660000,3.0761,3.0761,3.0761,3.0761,3.01620214
1682773800000,3.0761,3.0761,3.0761,3.0761,1.3417796
1682774640000,3.0761,3.0761,3.0761,3.0761,1.24883588
1682775060000,3.0761,3.0761,3.0761,3.0761,0.83041371
1682775780000,3.0761,3.0761,3.0761,3.0761,0.927137
1682776320000,3.0933,3.0981,3.0981,3.0933,64.7907403
1682776380000,3.0981,3.1014,3.1014,3.0981,31.91161619
1682776440000,3.1014,3.1042,3.1042,3.1014,63.71455877
1682776740000,3.1042,3.086,3.1089,3.086,32.75950402
1682777880000,3.0919,3.0919,3.0919,3.0919,1.17589846
1682778780000,3.0918,3.0918,3.0918,3.0918,0.86401121
1682778960000,3.0918,3.0918,3.0918,3.0918,1.23483233
1682779860000,3.0918,3.0918,3.0918,3.0918,0.86558686
1682780100000,3.0918,3.0918,3.0918,3.0918,1.44496718
1682780940000,3.0918,3.0918,3.0918,3.0918,1.02789498
1682781660000,3.0918,3.0918,3.0918,3.0918,0.85718266
1682782080000,3.1086,3.1086,3.1086,3.1086,1.40989924
1682782140000,3.092,3.092,3.092,3.092,1.58678952
1682783340000,3.0918,3.0918,3.0918,3.0918,1.28433678
1682784480000,3.0918,3.0918,3.0918,3.0918,0.96927562
1682784780000,3.0918,3.0918,3.0918,3.0918,1.35290622
1682785800000,3.0918,3.0918,3.0918,3.0918,1.00007432
1682786700000,3.0918,3.0918,3.0918,3.0918,1.37729718
1682787840000,3.0918,3.0918,3.0918,3.0918,1.08839088
1682788080000,3.0918,3.0918,3.0918,3.0918,1.32182142
1682788260000,3.1087,3.1087,3.1087,3.1087,1.4549898
1682788860000,3.0919,3.0919,3.0919,3.0919,1.20099964
1682790000000,3.0918,3.0918,3.0918,3.0918,2.03890094
1682790420000,3.1086,3.1086,3.1086,3.1086,1.45115464
1682791440000,3.0919,3.0919,3.0919,3.0919,1.58047797
1682792580000,3.0918,3.0918,3.0918,3.0918,1.20056523
1682793000000,3.0918,3.0918,3.0918,3.0918,1.06086656
1682793780000,3.0918,3.0918,3.0918,3.0918,0.99589154
1682794920000,3.0918,3.0918,3.0918,3.0918,1.14724185
1682795040000,3.0918,3.0918,3.0918,3.0918,1.31063415
1682795400000,3.1086,3.1086,3.1086,3.1086,1.21793085
