time,open,close,high,low,volume
1685775600000,37.433,37.433,37.433,37.433,0.02991516
1685777100000,37.516,37.516,37.516,37.516,0.03316769
1685777400000,37.427,37.427,37.427,37.427,0.0341972
1685779200000,37.508,37.508,37.508,37.508,0.02312432
1685779500000,37.431,37.431,37.431,37.431,0.03195775
1685783040000,37.442,37.442,37.442,37.442,0.03563517
1685784780000,37.459,37.459,37.459,37.459,0.03844358
1685785140000,37.527,37.527,37.527,37.527,0.03292853
1685785980000,37.443,37.443,37.443,37.443,0.02227102
1685787360000,37.463,37.463,37.463,37.463,0.03118607
1685788380000,37.502,37.502,37.502,37.502,0.03741609
1685788740000,37.618,37.618,37.618,37.618,0.03612629
1685789820000,37.514,37.514,37.514,37.514,0.02689991
1685790600000,37.584,37.584,37.584,37.584,0.02249178
1685791800000,37.702,37.702,37.702,37.702,0.03997768
1685792280000,37.733,37.733,37.733,37.733,0.02193532
1685796840000,37.637,37.637,37.637,37.637,0.03594719
1685798640000,37.589,37.589,37.589,37.589,0.02308463
1685799600000,37.651,37.651,37.651,37.651,0.02899389
1685800020000,37.739,37.739,37.739,37.739,0.02275303
1685803680000,37.719,37.719,37.719,37.719,0.03724732
1685804040000,37.661,37.661,37.661,37.661,0.02127113
1685805480000,37.623,37.623,37.623,37.623,0.0303787
1685807700000,37.748,37.748,37.748,37.748,0.0270092
1685808780000,37.997,37.997,37.997,37.997,0.03430479
1685809860000,38.108,38.108,38.108,38.108,0.0300788
1685810340000,38.0,38.0,38.0,38.0,0.03705529
1685811540000,38.113,38.113,38.113,38.113,0.03396868
1685812860000,38.091,38.091,38.091,38.091,0.02293734
1685813160000,38.081,38.081,38.081,38.081,0.03166223
1685813400000,38.091,38.091,38.091,38.091,0.04377183
1685814420000,37.94,37.94,37.94,37.94,0.03345934
1685815200000,38.034,38.034,38.034,38.034,0.02818135
1685816340000,38.057,38.057,38.057,38.057,0.03450774
1685817060000,38.165,38.165,38.165,38.165,0.03529709
1685818380000,38.053,38.053,38.053,38.053,0.02567165
1685818800000,38.077,38.077,38.077,38.077,0.02094356
1685820000000,38.042,38.042,38.042,38.042,0.03833221
1685820480000,37.975,37.975,37.975,37.975,0.0253062
1685824020000,37.997,37.997,37.997,37.997,0.026886
1685827680000,38.065,38.065,38.065,38.065,0.03861742
1685828820000,38.007,38.007,38.007,38.007,0.03340317
1685830620000,38.058,38.058,38.058,38.058,0.02590607
1685831640000,38.092,38.092,38.092,38.092,0.03591121
1685832000000,38.223,38.223,38.223,38.223,0.02893362
1685834100000,38.24,38.24,38.24,38.24,0.02364376
1685835000000,38.335,38.335,38.335,38.335,0.03748747
1685836320000,38.248,38.248,38.248,38.248,0.0250163
1685838420000,38.098,38.098,38.098,38.098,0.02211424
1685838720000,38.068,38.068,38.068,38.068,0.02008486
1685841780000,38.091,38.091,38.091,38.091,0.02064721
1685842140000,38.249,38.249,38.249,38.249,0.03874185
1685843280000,38.209,38.212,38.212,38.209,13.66953911
1685844120000,38.267,38.267,38.267,38.267,0.0272465
1685845440000,38.328,38.328,38.328,38.328,0.03591362
1685847060000,38.369,38.369,38.369,38.369,0.0262013
1685848380000,38.44,38.44,38.44,38.44,0.02899727
1685849460000,38.438,38.438,38.438,38.438,0.02857826
1685850840000,38.514,38.514,38.514,38.514,0.02400823
1685852160000,38.39,38.39,38.39,38.39,0.03620088
1685852880000,38.405,38.39,38.405,38.39,21.74
1685854800000,38.37,38.37,38.37,38.37,0.03581475
1685855100000,38.324,38.324,38.324,38.324,0.02292371
1685856180000,38.185,38.185,38.185,38.185,0.03085804
1685857920000,38.216,38.216,38.216,38.216,0.02257175
1685859180000,38.245,38.245,38.245,38.245,0.02013618
1685860140000,38.382,38.382,38.382,38.382,0.03828938
1685861220000,38.525,38.525,38.525,38.525,0.02037586
1685862000000,38.5,38.5,38.5,38.5,0.03000146
1685862360000,38.451,38.451,38.451,38.451,0.03647975
1685863620000,38.471,38.471,38.471,38.471,0.03065945
1685865240000,38.459,38.459,38.459,38.459,0.02485015
1685868960000,38.514,38.514,38.514,38.514,0.03614935
1685870100000,38.64,38.64,38.64,38.64,0.03045176
1685873700000,38.713,38.713,38.713,38.713,0.03070321
1685874180000,38.606,38.606,38.606,38.606,0.05266543
1685875320000,38.698,38.698,38.698,38.698,0.03590483
1685876580000,38.757,38.757,38.757,38.757,0.02639461
1685878260000,38.811,38.811,38.811,38.811,0.02893723
1685879220000,38.819,38.819,38.819,38.819,0.03199615
1685879580000,38.897,38.897,38.897,38.897,0.02504688
1685880420000,38.855,38.855,38.855,38.855,0.0270001
1685881920000,38.827,38.827,38.827,38.827,0.03738901
1685882280000,38.768,38.768,38.768,38.768,0.03513179
1685883420000,38.863,38.863,38.863,38.863,0.03740452
1685883840000,38.839,38.839,38.839,38.839,0.0278504
1685884920000,38.96,38.96,38.96,38.96,0.03666154
1685886840000,38.848,38.848,38.848,38.848,0.03061288
1685887620000,38.679,38.679,38.679,38.679,0.02346693
1685888520000,38.759,38.759,38.759,38.759,0.03418587
1685890080000,38.789,38.789,38.789,38.789,0.03427703
1685890500000,38.808,38.808,38.808,38.808,0.02142354
1685891580000,38.579,38.579,38.579,38.579,0.03481963
1685892000000,38.579,38.579,38.579,38.579,0.02279424
1685893200000,38.367,38.367,38.367,38.367,0.037709
1685894220000,38.42,38.42,38.42,38.42,0.02659169
1685896260000,38.325,38.325,38.325,38.325,0.02779815
1685897460000,38.28,38.28,38.28,38.28,0.03199619
1685898300000,38.266,38.266,38.266,38.266,0.02620271
1685899980000,38.345,38.345,38.345,38.345,0.028474
1685900820000,38.422,38.422,38.422,38.422,0.02879266
1685901660000,38.321,38.321,38.321,38.321,0.02938864
1685902080000,38.242,38.242,38.242,38.242,0.03159178
1685902920000,38.398,38.398,38.398,38.398,0.0370152
1685903760000,38.372,38.372,38.372,38.372,0.03333907
1685904060000,38.259,38.259,38.259,38.259,0.02811109
1685905380000,38.27,38.27,38.27,38.27,0.02072073
1685906640000,38.367,38.367,38.367,38.367,0.03568708
